t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1554824100,9,11.192285,0.000000,0.000000,0.000000,events/second
1554824110,74,6.862319,7.272071,7.373554,7.391136,events/second
1554824120,154,7.397030,7.276998,7.371170,7.390132,events/second
1554824130,244,7.931149,7.634900,7.444295,7.414556,events/second
1554824140,318,7.801386,7.563020,7.436067,7.412161,events/second
1554824150,383,7.542427,7.408786,7.408384,7.403156,events/second
1554824160,451,7.422684,7.328760,7.391636,7.397587,events/second
1554824170,520,7.348830,7.248865,7.372294,7.390990,events/second
1554824180,584,7.230605,7.147973,7.346921,7.382244,events/second
1554824190,648,7.139905,7.033146,7.315877,7.371391,events/second
1554824200,708,7.026543,6.871982,7.272628,7.356225,events/second
1554824210,765,6.906275,6.688865,7.220935,7.337909,events/second
1554824220,824,6.823545,6.580554,7.180798,7.323113,events/second
1554824230,883,6.752997,6.472880,7.138672,7.307373,events/second
1554824240,934,6.634916,6.305616,7.081562,7.286285,events/second
1554824250,991,6.573479,6.166588,7.026434,7.265442,events/second
1554824260,1046,6.506652,6.061058,6.976255,7.245920,events/second
1554824270,1100,6.441593,5.955738,6.924415,7.225504,events/second
1554824280,1156,6.395317,5.898568,6.880887,7.207531,events/second
1554824290,1213,6.358202,5.863609,6.841981,7.190852,events/second
1554824300,1267,6.310774,5.804592,6.797849,7.172153,events/second
1554824310,1322,6.272254,5.754635,6.755164,7.153661,events/second
1554824320,1379,6.246692,5.728339,6.717184,7.136482,events/second
1554824330,1441,6.244514,5.779642,6.696705,7.125001,events/second
1554824340,1503,6.242501,5.824348,6.676951,7.113654,events/second
1554824350,1565,6.241059,5.891615,6.664347,7.104636,events/second
1554824360,1625,6.231072,5.872437,6.635792,7.090196,events/second
1554824370,1679,6.201016,5.825498,6.601616,7.073705,events/second
1554824380,1740,6.197096,5.847173,6.581674,7.061816,events/second
1554824390,1790,6.156114,5.814990,6.552360,7.046723,events/second
1554824400,1812,6.024179,5.244032,6.406367,6.992060,events/second
1554824410,1829,5.885626,4.715310,6.255352,6.934690,events/second
1554824420,1847,5.758023,4.266478,6.109234,6.877948,events/second
1554824430,1864,5.635570,3.886550,5.967906,6.821832,events/second
