t,count
1554841187,2
1554841197,7
1554841207,13
1554841217,19
1554841227,25
1554841237,30
1554841247,35
1554841257,41
1554841267,48
1554841277,53
1554841287,60
1554841297,67
1554841307,72
1554841317,78
1554841327,83
1554841337,89
1554841347,98
1554841357,108
1554841367,117
1554841377,123
1554841387,129
1554841397,135
1554841407,144
1554841417,154
1554841427,164
1554841437,174
1554841447,184
1554841457,194
1554841467,204
1554841477,214
1554841487,224
1554841497,234
1554841507,244
1554841517,254
1554841527,264
1554841537,274
