t,count
1554841187,4
1554841197,13
1554841207,23
1554841217,32
1554841227,42
1554841237,51
1554841247,60
1554841257,70
1554841267,80
1554841277,89
1554841287,99
1554841297,109
1554841307,119
1554841317,129
1554841327,139
1554841337,149
1554841347,159
1554841357,169
1554841367,179
1554841377,189
1554841387,199
1554841397,209
1554841407,218
1554841417,227
1554841427,236
1554841437,246
1554841447,256
1554841457,265
1554841467,275
1554841477,285
1554841487,295
1554841497,304
1554841507,314
1554841517,324
1554841527,334
1554841537,344
