t,count
1554841187,2
1554841197,8
1554841207,13
1554841217,18
1554841227,23
1554841237,29
1554841247,34
1554841257,40
1554841267,46
1554841277,52
1554841287,57
1554841297,65
1554841307,71
1554841317,77
1554841327,83
1554841337,89
1554841347,94
1554841357,100
1554841367,107
1554841377,113
1554841387,119
1554841397,124
1554841407,129
1554841417,135
1554841427,142
1554841437,150
1554841447,157
1554841457,164
1554841467,170
1554841477,177
1554841487,186
1554841497,193
1554841507,201
1554841517,209
1554841527,215
1554841537,223
