t,count
1554841187,2
1554841197,7
1554841207,13
1554841217,19
1554841227,24
1554841237,30
1554841247,36
1554841257,41
1554841267,48
1554841277,53
1554841287,58
1554841297,67
1554841307,72
1554841317,78
1554841327,83
1554841337,88
1554841347,94
1554841357,99
1554841367,106
1554841377,111
1554841387,118
1554841397,123
1554841407,128
1554841417,133
1554841427,142
1554841437,152
1554841447,162
1554841457,172
1554841467,182
1554841477,192
1554841487,202
1554841497,212
1554841507,222
1554841517,232
1554841527,242
1554841537,252
