t,count
1554824102,4
1554824112,11
1554824122,16
1554824132,21
1554824142,27
1554824152,33
1554824162,38
1554824172,43
1554824182,49
1554824192,54
1554824202,61
1554824212,66
1554824222,73
1554824232,80
1554824242,85
1554824252,91
1554824262,96
1554824272,101
1554824282,106
1554824292,113
1554824302,119
1554824312,126
1554824322,131
1554824332,136
1554824342,141
1554824352,148
1554824362,158
1554824372,168
1554824382,178
1554824392,188
1554824402,198
1554824412,208
1554824422,218
