t,value
1552607215,0.0
1552607225,0.0
1552607235,0.3333333333333333
1552607245,0.3333333333333333
1552607255,0.3333333333333333
1552607265,0.3333333333333333
1552607275,0.3333333333333333
1552607285,0.3333333333333333
1552607295,0.3333333333333333
1552607305,0.4
1552607315,0.4
1552607325,0.4
1552607335,0.4
1552607345,0.4
1552607355,0.3333333333333333
1552607365,0.2857142857142857
1552607375,0.25
1552607385,0.2222222222222222
1552607395,0.2
1552607405,0.16666666666666666
1552607415,0.16666666666666666
1552607425,0.15384615384615385
1552607435,0.14285714285714285
1552607445,0.13333333333333333
1552607455,0.125
1552607465,0.11764705882352941
1552607475,0.11764705882352941
1552607485,0.11764705882352941
1552607495,0.1111111111111111
1552607505,0.1111111111111111
1552607515,0.1111111111111111
1552607525,0.1111111111111111
1552607535,0.1111111111111111
1552607545,0.1
1552607555,0.1
1552607565,0.1
1552607575,0.1
1552607585,0.1
1552607595,0.09523809523809523
1552607605,0.09523809523809523
1552607615,0.09523809523809523
1552607625,0.09523809523809523
1552607635,0.09523809523809523
1552607645,0.08695652173913043
