t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1552425157,0,0.000000,0.000000,0.000000,0.000000,events/second
1552425187,445,7.456019,3.374126,0.697505,0.233794,events/second
1552425217,1993,22.220026,22.141422,5.488562,1.899317,events/second
1552425247,3540,29.573900,34.002468,9.960755,3.558757,events/second
1552425277,5024,33.566295,40.357918,13.748538,5.071418,events/second
1552425307,6516,36.265222,43.762654,17.093476,6.507546,events/second
1552425337,7903,37.689141,44.776437,19.888366,7.818243,events/second
1552425367,9463,39.481891,47.537332,22.932765,9.263198,events/second
1552425397,10899,40.416078,47.574932,25.257434,10.510851,events/second
1552425427,12315,41.093682,48.261181,27.581342,11.796841,events/second
1552425457,13668,41.453891,46.728426,29.150975,12.853415,events/second
1552425487,15148,42.116457,47.549355,31.023778,14.032955,events/second
1552425517,16664,42.762850,48.289700,32.770786,15.191503,events/second
1552425547,18086,43.096158,48.203640,34.251645,16.279462,events/second
1552425577,19609,43.602128,48.919792,35.768593,17.392155,events/second
1552425607,20998,43.776096,48.379324,36.924194,18.394643,events/second
1552425637,22440,44.027751,47.929900,37.892692,19.335006,events/second
1552425667,23805,44.109715,46.779867,38.569156,20.176417,events/second
1552425697,25160,44.166232,46.143543,39.217044,21.003823,events/second
1552425727,26523,44.229556,46.154554,39.873058,21.826683,events/second
1552425757,27907,44.320030,45.729236,40.364763,22.587558,events/second
1552425787,29198,44.259168,45.103787,40.763840,23.310210,events/second
1552425817,30593,44.359211,45.336020,41.243807,24.048327,events/second
1552425847,31929,44.366368,45.098157,41.575575,24.726423,events/second
1552425877,33168,44.243620,44.063924,41.686054,25.318256,events/second
1552425907,34315,44.012472,41.615676,41.337633,25.735747,events/second
1552425937,35436,43.766165,39.799640,40.917306,26.101982,events/second
1552425967,36488,43.455313,38.038033,40.400679,26.410683,events/second
1552425997,37546,43.172299,36.868391,39.895423,26.695454,events/second
1552426027,38746,43.066883,38.062540,39.896060,27.128376,events/second
1552426057,40102,43.135832,40.521208,40.272230,27.674015,events/second
1552426087,41558,43.304480,43.437765,41.019104,28.345342,events/second
1552426117,42984,43.432848,45.136677,41.678812,28.989170,events/second
1552426147,44414,43.556250,46.402301,42.281915,29.611139,events/second
1552426177,45819,43.650836,46.651795,42.734145,30.182315,events/second
1552426207,47174,43.693054,46.021023,42.925135,30.657978,events/second
1552426237,48648,43.840040,47.151071,43.455127,31.240655,events/second
1552426267,50160,44.012774,48.990492,44.231818,31.907566,events/second
1552426297,51584,44.101433,47.996287,44.434544,32.380818,events/second
1552426327,53004,44.182234,47.824353,44.729829,32.877620,events/second
1552426357,54462,44.289978,48.095217,45.078274,33.385674,events/second
1552426387,55843,44.331537,47.176110,45.145829,33.792528,events/second
1552426417,57303,44.431948,48.267791,45.606519,34.323723,events/second
1552426447,58706,44.485317,47.340236,45.619370,34.697135,events/second
1552426477,60082,44.516179,46.395829,45.561448,35.035741,events/second
1552426507,61515,44.586850,47.785229,45.969538,35.521039,events/second
1552426537,62954,44.658645,47.472234,46.024153,35.879987,events/second
1552426567,63938,44.411097,42.310816,45.038439,35.880264,events/second
1552426597,64709,44.029550,36.042553,43.291978,35.580598,events/second
