t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1554649861,265,31.259351,32.200000,32.200000,32.200000,events/second
1554649871,570,30.920212,31.923667,32.140989,32.180111,events/second
1554649881,886,31.147408,31.844553,32.116751,32.171497,events/second
1554649891,1199,31.037555,31.637500,32.063720,32.153024,events/second
1554649901,1498,30.937785,31.490381,32.018876,32.136954,events/second
1554649911,1812,31.015284,31.461793,31.995335,32.127709,events/second
1554649921,2122,30.937776,31.417767,31.969097,32.117440,events/second
1554649931,2411,30.750639,31.026769,31.868289,32.081867,events/second
1554649941,2731,30.721191,30.914557,31.816847,32.062175,events/second
1554649951,2953,29.942397,29.886325,31.572492,31.977376,events/second
1554649961,3230,29.769426,29.605690,31.455754,31.933470,events/second
1554649971,3524,29.763511,29.607373,31.395025,31.907698,events/second
1554649981,3827,29.805547,29.576816,31.329675,31.879995,events/second
1554649991,4134,29.868758,29.747328,31.308949,31.866948,events/second
1554650001,4444,29.945471,29.985052,31.308629,31.860680,events/second
1554650011,4750,29.983249,30.037877,31.275753,31.843457,events/second
1554650021,5052,29.999191,30.108182,31.250294,31.828609,events/second
1554650031,5362,30.056017,30.232937,31.238946,31.818364,events/second
1554650041,5663,30.058322,30.272018,31.214639,31.803787,events/second
1554650051,5968,30.080497,30.235373,31.175037,31.783880,events/second
1554650061,6278,30.124931,30.325889,31.162905,31.773027,events/second
1554650071,6583,30.142047,30.380126,31.147593,31.761155,events/second
1554650081,6901,30.214610,30.524540,31.152726,31.756075,events/second
1554650091,7208,30.235079,30.635276,31.157199,31.750996,events/second
1554650101,7514,30.249616,30.581887,31.129015,31.734954,events/second
1554650111,7826,30.285958,30.658231,31.127927,31.727922,events/second
1554650121,8137,30.316633,30.754836,31.133486,31.723185,events/second
1554650131,8444,30.330477,30.744500,31.119193,31.711870,events/second
1554650141,8744,30.313926,30.639804,31.085534,31.694032,events/second
1554650151,9024,30.241594,30.369516,31.013747,31.663143,events/second
1554650161,9317,30.210962,30.150950,30.944751,31.632645,events/second
1554650171,9599,30.147743,29.890467,30.864302,31.597997,events/second
1554650181,9884,30.097640,29.609844,30.773431,31.559318,events/second
1554650191,10169,30.050443,29.486797,30.708789,31.528835,events/second
1554650201,10458,30.017316,29.337223,30.636458,31.495376,events/second
1554650211,10738,29.961091,29.188228,30.562920,31.461149,events/second
1554650221,11032,29.944319,29.155496,30.511517,31.433936,events/second
