t,count
1554848982,2
1554848992,7
1554849002,15
1554849012,21
1554849022,26
1554849032,31
1554849042,36
1554849052,41
1554849062,47
1554849072,53
1554849082,58
1554849092,67
1554849102,72
1554849112,78
1554849122,83
1554849132,88
1554849142,93
1554849152,98
