t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1554848982,1,1.369256,0.000000,0.000000,0.000000,events/second
1554848992,10,0.933034,0.815991,0.803306,0.801108,events/second
1554849002,15,0.723655,0.785390,0.796750,0.798898,events/second
1554849012,24,0.781573,0.803624,0.800162,0.800018,events/second
1554849022,35,0.860342,0.835050,0.806768,0.802234,events/second
1554849032,52,1.025523,0.983187,0.839330,0.813259,events/second
1554849042,72,1.186247,1.109861,0.870879,0.824168,events/second
1554849052,98,1.386237,1.353337,0.930818,0.844893,events/second
1554849062,125,1.548672,1.543444,0.985485,0.864280,events/second
1554849072,151,1.665130,1.704366,1.038361,0.883453,events/second
1554849082,177,1.757838,1.857854,1.092863,0.903528,events/second
1554849092,205,1.851795,2.002490,1.148830,0.924483,events/second
1554849102,229,1.897590,2.063515,1.189848,0.940787,events/second
1554849112,257,1.966614,2.161867,1.239384,0.960229,events/second
1554849122,282,2.004319,2.214416,1.280739,0.977246,events/second
1554849132,309,2.050349,2.304313,1.330547,0.997386,events/second
1554849142,334,2.078655,2.334994,1.368913,1.013993,events/second
1554849152,362,2.120685,2.389111,1.412469,1.032613,events/second
