t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1554848958,9,2.441965,0.000000,0.000000,0.000000,events/second
1554848968,53,3.868345,2.711938,2.623140,2.607756,events/second
1554848978,120,5.059506,3.237821,2.737371,2.646372,events/second
1554848988,195,5.779487,3.883184,2.890503,2.698928,events/second
1554848998,243,5.560772,4.140354,2.979058,2.730953,events/second
1554849008,308,5.735279,4.443113,3.081457,2.768189,events/second
1554849018,366,5.746919,4.679567,3.177028,2.803887,events/second
1554849028,430,5.835381,4.912981,3.276133,2.841413,events/second
1554849038,495,5.913688,5.155978,3.381797,2.881836,events/second
1554849048,552,5.891849,5.297706,3.470774,2.917380,events/second
1554849058,607,5.853523,5.328123,3.537272,2.945914,events/second
1554849068,659,5.796510,5.307175,3.591728,2.970814,events/second
1554849078,712,5.754900,5.320147,3.650956,2.997650,events/second
1554849088,766,5.730155,5.316415,3.704991,3.023087,events/second
1554849098,820,5.706497,5.343959,3.763811,3.050453,events/second
1554849108,866,5.634732,5.272607,3.800923,3.070874,events/second
1554849118,914,5.584017,5.170628,3.827174,3.087776,events/second
1554849128,958,5.515668,5.111173,3.858958,3.106684,events/second
1554849138,1003,5.460563,4.987282,3.873444,3.119872,events/second
1554849148,1047,5.405700,4.895845,3.890652,3.134011,events/second
