t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1552484124,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,calls/second,milliseconds
1552484134,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,calls/second,milliseconds
1552484144,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,calls/second,milliseconds
1552484154,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,calls/second,milliseconds
1552484164,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,calls/second,milliseconds
1552484174,416,0.787404,0.177350,0.100650,0.060780,0.165423,0.203670,0.267851,0.348598,0.400703,0.787404,6.969796,2.974348,0.614862,0.206094,calls/second,milliseconds
1552484184,891,0.787404,0.146331,0.072057,0.054847,0.130147,0.161422,0.233512,0.287208,0.348598,0.605864,12.787574,9.830963,2.158087,0.730837,calls/second,milliseconds
1552484194,1382,0.787404,0.132174,0.067519,0.046211,0.120816,0.139316,0.211695,0.257696,0.316053,0.605864,17.345644,15.894657,3.703774,1.267529,calls/second,milliseconds
1552484204,1877,0.787404,0.124234,0.061687,0.040041,0.116214,0.130523,0.190270,0.226949,0.259942,0.605864,20.930161,21.093984,5.212119,1.802735,calls/second,milliseconds
1552484214,2084,0.787404,0.121816,0.078691,0.041662,0.114033,0.128034,0.183060,0.218671,0.257696,0.623017,20.908431,24.443542,6.453002,2.258915,calls/second,milliseconds
1552484224,2084,0.787404,0.121816,0.078691,0.041662,0.114033,0.128034,0.183060,0.218671,0.257696,0.623017,19.001844,20.691011,6.241448,2.233955,calls/second,milliseconds
1552484234,2084,0.787404,0.121816,0.078691,0.041662,0.114033,0.128034,0.183060,0.218671,0.257696,0.623017,17.413045,17.514563,6.036829,2.209271,calls/second,milliseconds
1552484244,2414,0.787404,0.111188,0.058215,0.035381,0.104365,0.118691,0.158878,0.201154,0.224647,0.623017,18.616091,16.504825,6.186017,2.301202,calls/second,milliseconds
1552484254,2895,0.787404,0.104040,0.058215,0.033507,0.097821,0.113840,0.147876,0.187503,0.216247,0.623017,20.726875,21.395555,7.567088,2.809517,calls/second,milliseconds
1552484264,3370,0.623017,0.099570,0.055926,0.026980,0.094322,0.107537,0.137459,0.163240,0.210473,0.415796,22.516355,25.360844,8.866573,3.300033,calls/second,milliseconds
