t,count
1554825123,4
1554825133,14
1554825143,24
1554825153,33
1554825163,42
1554825173,52
1554825183,62
1554825193,71
1554825203,81
1554825213,90
1554825223,100
1554825233,109
1554825243,119
1554825253,129
1554825263,139
1554825273,149
1554825283,159
1554825293,169
1554825303,179
1554825313,189
1554825323,198
1554825333,208
1554825343,218
1554825353,228
1554825363,237
1554825373,247
1554825383,257
1554825393,267
1554825403,277
1554825413,287
1554825423,297
1554825433,307
1554825443,317
1554825453,327
