t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1554824114,1,1.059958,0.000000,0.000000,0.000000,events/second
1554824124,11,1.006032,1.000000,1.000000,1.000000,events/second
1554824134,20,0.955125,0.985287,0.996749,0.998898,events/second
1554824144,37,1.197216,1.095648,1.019832,1.006648,events/second
1554824154,62,1.515358,1.270301,1.058741,1.019859,events/second
1554824164,93,1.826092,1.582536,1.132245,1.045056,events/second
1554824174,122,2.003261,1.784151,1.190172,1.065550,events/second
1554824184,150,2.115676,1.924112,1.239642,1.083607,events/second
1554824194,179,2.211656,2.073289,1.294048,1.103674,events/second
1554824204,209,2.299125,2.218113,1.350085,1.124640,events/second
1554824214,249,2.467806,2.462240,1.430458,1.154208,events/second
1554824224,289,2.605900,2.713027,1.517948,1.186755,events/second
1554824234,328,2.713020,2.881176,1.592817,1.215636,events/second
1554824244,372,2.841387,3.129056,1.688099,1.251924,events/second
1554824254,419,2.973627,3.354873,1.783562,1.288919,events/second
1554824264,472,3.127913,3.656682,1.898982,1.333255,events/second
1554824274,531,3.300103,3.988277,2.026981,1.382623,events/second
1554824284,588,3.440592,4.297113,2.157232,1.433643,events/second
1554824294,651,3.598610,4.559816,2.283268,1.484106,events/second
1554824304,709,3.713997,4.763641,2.401757,1.532891,events/second
1554824314,768,3.822666,4.921463,2.513110,1.580035,events/second
1554824324,835,3.958947,5.179149,2.647094,1.635503,events/second
1554824334,912,4.128413,5.537360,2.806273,1.700313,events/second
1554824344,995,4.308991,6.008810,2.996269,1.776558,events/second
1554824354,1084,4.499811,6.441144,3.186701,1.854183,events/second
1554824364,1169,4.659064,6.727152,3.354363,1.925409,events/second
1554824374,1261,4.832499,7.137483,3.552562,2.008001,events/second
1554824384,1356,5.005404,7.487378,3.744373,2.089692,events/second
1554824394,1451,5.165552,7.825138,3.939540,2.173773,events/second
1554824404,1547,5.317112,8.037483,4.112053,2.251417,events/second
1554824414,1642,5.456983,8.308061,4.298526,2.334826,events/second
1554824424,1736,5.583806,8.432835,4.456074,2.409593,events/second
