t,count
1554841179,3
1554841189,8
1554841199,14
1554841209,19
1554841219,25
1554841229,31
1554841239,36
1554841249,42
1554841259,47
1554841269,53
1554841279,58
1554841289,66
1554841299,73
1554841309,78
1554841319,84
1554841329,89
1554841339,94
1554841349,99
1554841359,106
1554841369,112
1554841379,118
1554841389,123
1554841399,128
1554841409,133
1554841419,140
1554841429,149
1554841439,155
1554841449,162
1554841459,168
1554841469,175
1554841479,184
1554841489,191
1554841499,199
1554841509,207
1554841519,213
1554841529,221
