t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1554841179,4,1.027621,0.000000,0.000000,0.000000,events/second
1554841189,14,1.008220,1.000000,1.000000,1.000000,events/second
1554841199,23,0.961898,1.000000,1.000000,1.000000,events/second
1554841209,44,1.299282,1.049252,1.009972,1.003330,events/second
1554841219,77,1.755581,1.332736,1.071907,1.024285,events/second
1554841229,125,2.318571,1.806174,1.181124,1.061597,events/second
1554841239,177,2.771792,2.296485,1.306322,1.105115,events/second
1554841249,231,3.127345,2.710245,1.427360,1.148146,events/second
1554841259,292,3.481265,3.260699,1.587077,1.205069,events/second
1554841269,354,3.771748,3.682510,1.731805,1.258057,events/second
1554841279,417,4.014723,4.119522,1.888316,1.316000,events/second
1554841289,490,4.303147,4.520147,2.046253,1.375513,events/second
1554841299,559,4.513129,4.947545,2.218518,1.440979,events/second
1554841309,628,4.691625,5.263913,2.375329,1.502410,events/second
1554841319,692,4.809821,5.424889,2.504077,1.555431,events/second
1554841329,768,4.991426,5.696122,2.657973,1.617795,events/second
1554841339,843,5.144581,5.941708,2.810129,1.680578,events/second
1554841349,914,5.256999,6.165582,2.960603,1.743775,events/second
1554841359,986,5.362811,6.307114,3.096227,1.802950,events/second
1554841369,1058,5.457667,6.505596,3.243878,1.867006,events/second
1554841379,1129,5.537976,6.534801,3.357156,1.920405,events/second
1554841389,1199,5.606150,6.607496,3.476637,1.976539,events/second
1554841399,1278,5.708216,6.779691,3.615287,2.039802,events/second
1554841409,1358,5.806111,6.999013,3.765646,2.107876,events/second
1554841419,1438,5.896441,7.125815,3.898072,2.170790,events/second
1554841429,1522,5.995355,7.293279,4.039215,2.237423,events/second
1554841439,1607,6.090203,7.476615,4.185375,2.306613,events/second
1554841449,1690,6.170997,7.649075,4.330104,2.376152,events/second
1554841459,1774,6.249505,7.704227,4.450472,2.438300,events/second
1554841469,1859,6.325776,7.857736,4.589815,2.507492,events/second
1554841479,1945,6.401070,7.926271,4.711477,2.571500,events/second
1554841489,2030,6.467790,8.012431,4.835597,2.636999,events/second
1554841499,2119,6.542636,8.165319,4.972177,2.707314,events/second
1554841509,2208,6.613555,8.197511,5.084391,2.770197,events/second
1554841519,2296,6.676955,8.396828,5.229124,2.844556,events/second
1554841529,2384,6.736493,8.444010,5.342941,2.909259,events/second
