t,count
1554841189,3
1554841199,10
1554841209,15
1554841219,20
1554841229,26
1554841239,32
1554841249,37
1554841259,42
1554841269,48
1554841279,53
1554841289,60
1554841299,65
1554841309,72
1554841319,79
1554841329,84
1554841339,90
1554841349,95
1554841359,100
1554841369,105
1554841379,112
1554841389,118
1554841399,125
1554841409,130
1554841419,135
1554841429,140
1554841439,146
1554841449,154
1554841459,161
1554841469,168
1554841479,174
1554841489,181
1554841499,189
1554841509,196
1554841519,205
1554841529,212
