t,count
1554841179,6
1554841189,44
1554841199,93
1554841209,142
1554841219,186
1554841229,224
1554841239,267
1554841249,310
1554841259,370
1554841269,423
1554841279,454
1554841289,502
1554841299,557
1554841309,582
1554841319,628
1554841329,678
1554841339,720
1554841349,771
1554841359,825
1554841369,875
1554841379,914
1554841389,965
1554841399,1020
1554841409,1129
1554841419,1264
1554841429,1493
1554841439,1703
1554841449,1768
1554841459,1768
1554841469,1898
1554841479,1898
1554841489,1898
1554841499,1898
1554841509,1898
1554841519,1898
1554841529,1898
