t,count
1554841189,4
1554841199,14
1554841209,24
1554841219,33
1554841229,42
1554841239,52
1554841249,62
1554841259,71
1554841269,81
1554841279,90
1554841289,100
1554841299,110
1554841309,119
1554841319,129
1554841329,139
1554841339,149
1554841349,159
1554841359,168
1554841369,177
1554841379,187
1554841389,197
1554841399,207
1554841409,216
1554841419,226
1554841429,236
1554841439,246
1554841449,256
1554841459,265
1554841469,274
1554841479,284
1554841489,294
1554841499,304
1554841509,313
1554841519,323
1554841529,333
