t,count
1554841179,5
1554841189,15
1554841199,24
1554841209,33
1554841219,43
1554841229,52
1554841239,62
1554841249,71
1554841259,80
1554841269,90
1554841279,100
1554841289,110
1554841299,120
1554841309,130
1554841319,140
1554841329,148
1554841339,158
1554841349,168
1554841359,178
1554841369,188
1554841379,198
1554841389,208
1554841399,218
1554841409,228
1554841419,238
1554841429,248
1554841439,258
1554841449,268
1554841459,278
1554841469,288
1554841479,298
1554841489,308
1554841499,318
1554841509,328
1554841519,338
1554841529,348
