t,count
1554824099,4
1554824109,14
1554824119,23
1554824129,33
1554824139,42
1554824149,52
1554824159,62
1554824169,72
1554824179,81
1554824189,91
1554824199,101
1554824209,111
1554824219,121
1554824229,131
1554824239,141
1554824249,151
1554824259,161
1554824269,171
1554824279,181
1554824289,191
1554824299,201
1554824309,210
1554824319,220
1554824329,230
1554824339,239
1554824349,249
1554824359,259
1554824369,269
1554824379,279
1554824389,289
1554824399,299
1554824409,309
1554824419,319
1554824429,329
