t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1554824099,1,1.424481,0.000000,0.000000,0.000000,events/second
1554824109,11,1.028062,1.000000,1.000000,1.000000,events/second
1554824119,20,0.962885,0.984009,0.996694,0.998892,events/second
1554824129,33,1.074486,1.047871,1.009916,1.003324,events/second
1554824139,54,1.325781,1.164615,1.035873,1.012133,events/second
1554824149,88,1.735001,1.478363,1.106876,1.036314,events/second
1554824159,131,2.158252,1.914732,1.211696,1.072392,events/second
1554824169,183,2.588288,2.452341,1.349114,1.120223,events/second
1554824179,244,3.023581,2.984816,1.498446,1.173053,events/second
1554824189,312,3.440226,3.567960,1.672143,1.235216,events/second
1554824199,376,3.734336,4.000172,1.827031,1.292273,events/second
1554824209,447,4.037613,4.491404,2.003178,1.357551,events/second
1554824219,515,4.266713,4.848373,2.160546,1.417700,events/second
1554824229,579,4.430041,5.086576,2.299532,1.472753,events/second
1554824239,650,4.620209,5.396313,2.456937,1.534934,events/second
1554824249,718,4.764621,5.597092,2.596068,1.592010,events/second
1554824259,791,4.922607,5.847003,2.747167,1.653994,events/second
1554824269,872,5.108711,6.177528,2.919375,1.724115,events/second
1554824279,946,5.235628,6.398460,3.072934,1.789053,events/second
1554824289,1018,5.338644,6.524069,3.208344,1.848855,events/second
1554824299,1099,5.475971,6.734660,3.362128,1.915714,events/second
1554824309,1176,5.581654,6.896930,3.507564,1.980727,events/second
1554824319,1256,5.691126,7.050281,3.651538,2.046130,events/second
1554824329,1335,5.786425,7.194801,3.794043,2.111912,events/second
1554824339,1417,5.887186,7.379821,3.945044,2.181393,events/second
1554824349,1498,5.975541,7.464153,4.074894,2.244602,events/second
1554824359,1589,6.095179,7.730638,4.242915,2.321457,events/second
1554824369,1685,6.224835,7.973481,4.408788,2.398576,events/second
1554824379,1777,6.330719,8.176487,4.569114,2.474831,events/second
1554824389,1862,6.405224,8.194809,4.691399,2.539194,events/second
1554824399,1953,6.495026,8.379828,4.845766,2.615003,events/second
1554824409,2045,6.582133,8.524288,4.991929,2.688885,events/second
1554824419,2146,6.691788,8.720133,5.149557,2.767460,events/second
1554824429,2244,6.785309,8.871200,5.298765,2.844065,events/second
