t,count
1554840157,5
1554840167,15
1554840177,24
1554840187,34
1554840197,43
1554840207,53
1554840217,63
1554840227,73
1554840237,82
1554840247,92
1554840257,102
1554840267,112
1554840277,122
1554840287,132
1554840297,142
1554840307,152
1554840317,162
1554840327,172
1554840337,182
1554840347,192
1554840357,202
1554840367,212
1554840377,222
1554840387,232
1554840397,242
1554840407,252
1554840417,262
1554840427,272
1554840437,282
1554840447,292
1554840457,302
1554840467,312
1554840477,322
1554840487,332
