t,count
1554840147,1
1554840157,8
1554840167,13
1554840177,18
1554840187,24
1554840197,29
1554840207,34
1554840217,40
1554840227,46
1554840237,51
1554840247,58
1554840257,63
1554840267,69
1554840277,77
1554840287,82
1554840297,88
1554840307,93
1554840317,98
1554840327,104
1554840337,109
1554840347,116
1554840357,124
1554840367,133
1554840377,143
1554840387,153
1554840397,163
1554840407,173
1554840417,183
1554840427,193
1554840437,203
1554840447,213
1554840457,223
1554840467,233
1554840477,243
1554840487,253
