t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1553046790,215,28.984375,29.200000,29.200000,29.200000,events/second
1553046800,499,28.633081,29.046482,29.167216,29.188950,events/second
1553046810,785,28.645295,29.023355,29.158428,29.185755,events/second
1553046820,1067,28.513198,28.960919,29.140230,29.179294,events/second
1553046830,1341,28.286044,28.723847,29.083288,29.159646,events/second
1553046840,1620,28.219173,28.580741,29.041162,29.144617,events/second
1553046850,1909,28.304707,28.538281,29.016891,29.135287,events/second
1553046860,2193,28.329288,28.545199,29.003115,29.129360,events/second
1553046870,2480,28.365402,28.581759,28.996347,29.125708,events/second
1553046880,2766,28.394002,28.569846,28.980102,29.118798,events/second
1553046890,3050,28.396541,28.574476,28.967640,29.113065,events/second
1553046900,3339,28.440364,28.561124,28.952227,29.106282,events/second
