t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1554847740,1,1.931206,0.000000,0.000000,0.000000,events/second
1554847750,9,0.856012,0.968018,0.993389,0.997784,events/second
1554847760,19,0.921607,0.972928,0.993605,0.997808,events/second
1554847770,26,0.853403,0.946380,0.987258,0.995623,events/second
1554847780,37,0.914360,0.955890,0.987731,0.995677,events/second
1554847790,55,1.089002,1.070764,1.011109,1.003463,events/second
1554847800,71,1.173985,1.153290,1.030470,1.010060,events/second
1554847810,98,1.390549,1.390099,1.085176,1.028731,events/second
1554847820,122,1.515514,1.543859,1.128226,1.043876,events/second
1554847830,144,1.591913,1.659301,1.166614,1.057753,events/second
1554847840,169,1.681987,1.787724,1.210301,1.073686,events/second
1554847850,197,1.783088,1.928415,1.259166,1.091659,events/second
1554847860,229,1.900935,2.139617,1.326100,1.116064,events/second
1554847870,259,1.985286,2.272980,1.381032,1.136887,events/second
1554847880,300,2.135043,2.522118,1.463586,1.167415,events/second
1554847890,340,2.259507,2.763713,1.549990,1.199816,events/second
1554847900,382,2.380577,2.984209,1.636868,1.232967,events/second
1554847910,426,2.498975,3.185568,1.724149,1.266853,events/second
1554847920,472,2.615592,3.402709,1.818430,1.303683,events/second
1554847930,515,2.704035,3.570524,1.906315,1.338998,events/second
