t,count
1552648604,8
1552648614,17
1552648624,27
1552648634,37
1552648644,47
1552648654,57
1552648664,67
1552648674,77
1552648684,87
1552648694,96
1552648704,106
1552648714,116
1552648724,126
1552648734,136
1552648744,146
1552648754,155
1552648764,164
1552648774,174
1552648784,184
1552648794,194
1552648804,203
1552648814,213
1552648824,223
1552648834,235
1552648844,243
1552648854,252
1552648864,262
1552648874,272
1552648884,282
1552648894,292
1552648904,302
1552648914,312
1552648924,322
1552648934,332
1552648944,342
1552648954,352
1552648964,362
1552648974,372
1552648984,382
1552648994,392
1552649004,402
1552649014,412
1552649024,422
1552649034,432
1552649044,442
1552649054,452
1552649064,462
1552649074,472
1552649084,482
1552649094,492
1552649104,502
1552649114,512
1552649124,522
1552649134,532
1552649144,542
1552649154,552
1552649164,562
1552649174,572
1552649184,582
1552649194,592
1552649204,602
1552649214,612
1552649224,622
1552649234,632
1552649244,642
1552649254,652
1552649264,662
1552649274,672
1552649284,682
1552649294,692
1552649304,702
1552649314,712
1552649324,722
1552649334,732
1552649344,742
1552649354,752
1552649364,762
1552649374,772
1552649384,782
1552649394,792
1552649404,802
1552649414,812
1552649424,822
1552649434,832
1552649444,842
1552649454,852
1552649464,862
1552649474,872
1552649484,882
1552649494,892
1552649504,902
1552649514,912
1552649524,922
1552649534,932
1552649544,942
1552649554,952
1552649564,962
1552649574,972
1552649584,982
