t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1554848961,18,2.283834,2.200000,2.200000,2.200000,events/second
1554848971,71,3.963660,2.561403,2.275758,2.225454,events/second
1554848981,140,5.015941,3.218498,2.424354,2.276032,events/second
1554848991,210,5.542605,3.804142,2.574580,2.328254,events/second
1554849001,248,5.177209,3.784958,2.611339,2.343396,events/second
1554849011,300,5.182648,3.984923,2.692845,2.373846,events/second
1554849021,355,5.230183,4.215597,2.784792,2.408380,events/second
1554849031,410,5.264597,4.410858,2.873725,2.442532,events/second
1554849041,465,5.291571,4.576144,2.959743,2.476307,events/second
1554849051,520,5.312351,4.716055,3.042941,2.509708,events/second
1554849061,575,5.329410,4.834487,3.123411,2.542740,events/second
1554849071,630,5.344602,4.934737,3.201243,2.575408,events/second
1554849081,684,5.348539,5.003606,3.273217,2.606606,events/second
1554849091,736,5.337309,5.077894,3.346138,2.638568,events/second
1554849101,786,5.315354,5.033954,3.393746,2.662445,events/second
1554849111,842,5.332292,5.102304,3.462661,2.693783,events/second
1554849121,895,5.331318,5.144170,3.526011,2.723667,events/second
1554849131,948,5.329394,5.179609,3.587283,2.753221,events/second
1554849141,1002,5.333130,5.164191,3.636740,2.779137,events/second
