t,count
1554840151,2
1554840161,11
1554840171,34
1554840181,44
1554840191,54
1554840201,64
1554840211,79
1554840221,91
1554840231,108
1554840241,121
1554840251,177
1554840261,210
1554840271,304
1554840281,336
1554840291,365
1554840301,474
1554840311,481
1554840321,491
1554840331,497
1554840341,504
1554840351,513
1554840361,522
1554840371,532
1554840381,542
1554840391,552
1554840401,562
1554840411,572
1554840421,582
1554840431,592
1554840441,602
1554840451,612
1554840461,622
1554840471,632
1554840481,642
