t,count
1554841189,2
1554841199,7
1554841209,12
1554841219,17
1554841229,22
1554841239,27
1554841249,32
1554841259,37
1554841269,42
1554841279,47
1554841289,52
1554841299,57
1554841309,63
1554841319,68
1554841329,73
1554841339,78
1554841349,83
1554841359,88
1554841369,93
1554841379,98
1554841389,103
1554841399,109
1554841409,119
1554841419,129
1554841429,139
1554841439,149
1554841449,159
1554841459,169
1554841469,179
1554841479,189
1554841489,199
1554841499,209
1554841509,219
1554841519,228
1554841529,238
1554841539,248
