t,count
1554841189,4
1554841199,14
1554841209,24
1554841219,33
1554841229,42
1554841239,52
1554841249,61
1554841259,71
1554841269,81
1554841279,91
1554841289,101
1554841299,111
1554841309,121
1554841319,131
1554841329,140
1554841339,150
1554841349,160
1554841359,170
1554841369,180
1554841379,190
1554841389,200
1554841399,210
1554841409,220
1554841419,230
1554841429,240
1554841439,250
1554841449,260
1554841459,270
1554841469,279
1554841479,289
1554841489,299
1554841499,309
1554841509,319
1554841519,329
1554841529,339
1554841539,349
