t,value
1552649719,0.48056537102473496
1552649729,0.4914236706689537
1552649739,0.4943374858437146
1552649749,0.49577345731191885
1552649759,0.49662845583277143
1552649769,0.49719573752103197
1552649779,0.4975996159385502
1552649789,0.49769198489299205
1552649799,0.4975773387998509
1552649809,0.4976533690915186
1552649819,0.4978678038379531
1552649829,0.49783730989256314
1552649839,0.4980685037342261
1552649849,0.49820702844848197
1552649859,0.49810394824894044
1552649869,0.49822287267405396
1552649879,0.4982293920912847
1552649889,0.49832806984952627
1552649899,0.4983283477036776
1552649909,0.4983285976934648
1552649919,0.49848798344739775
1552649929,0.49840498253076104
1552649939,0.49803864593927066
1552649949,0.4972852568564667
1552649959,0.49612454897768277
1552649969,0.4951818065013491
1552649979,0.4936920222634508
1552649989,0.4927233687224144
1552649999,0.49159276747667857
1552650009,0.49076032505844375
1552650019,0.48971237746418184
1552650029,0.48883439423979963
1552650039,0.48745320246888596
1552650049,0.48698811745065307
1552650059,0.4855017169019458
1552650069,0.48170816525246907
1552650079,0.4765191500879686
1552650089,0.47211242863416775
1552650099,0.4682872549858769
1552650109,0.46296991696916595
1552650119,0.45237319872995196
1552650129,0.44186600969562106
1552650139,0.43171498428222144
1552650149,0.4220427048962719
1552650159,0.41274197137135654
1552650169,0.4037652350551364
1552650179,0.3952497603578656
1552650189,0.38704070636493204
1552650199,0.3791670923145027
1552650209,0.37157539960623354
1552650219,0.36432637571157495
1552650229,0.3573330766515866
1552650239,0.350583939308087
1552650249,0.3440637647131515
1552650259,0.3378530045196712
1552650269,0.3318139839723538
1552650279,0.3259870635408435
1552650289,0.3203612621163747
1552650299,0.31492634376678824
1552650309,0.30967275558150525
1552650319,0.3045915716356278
1552650329,0.29967444238168267
1552650339,0.29494002700770516
1552650349,0.2903276253029948
1552650359,0.2858572638386327
1552650369,0.28152248085525816
1552650379,0.2773102967536347
1552650389,0.27323570534991537
1552650399,0.26927260860105884
1552650409,0.2654165078154785
1552650419,0.26168158432588623
1552650429,0.2580443394259504
1552650439,0.25450682020700527
1552650449,0.25106498072892014
1552650459,0.24771499099339517
1552650469,0.24445322272697348
1552650479,0.24127101022353145
1552650489,0.23817567567567569
