t,count
1554840142,5
1554840152,12
1554840162,17
1554840172,23
1554840182,29
1554840192,34
1554840202,41
1554840212,46
1554840222,51
1554840232,57
1554840242,62
1554840252,68
1554840262,76
1554840272,82
1554840282,88
1554840292,94
1554840302,99
1554840312,104
1554840322,109
1554840332,117
1554840342,122
1554840352,128
1554840362,133
1554840372,138
1554840382,143
1554840392,151
1554840402,159
1554840412,168
1554840422,178
1554840432,188
1554840442,198
1554840452,208
1554840462,218
1554840472,227
1554840482,237
