t,count
1554840142,124
1554840152,295
1554840162,397
1554840172,468
1554840182,483
1554840192,543
1554840202,604
1554840212,756
1554840222,916
1554840232,1061
1554840242,1193
1554840252,1359
1554840262,1500
1554840272,1628
1554840282,1727
1554840292,1865
1554840302,1949
1554840312,2030
1554840322,2036
1554840332,2043
1554840342,2050
1554840352,2063
1554840362,2069
1554840372,2076
1554840382,2120
1554840392,2127
1554840402,2148
1554840412,2163
1554840422,2172
1554840432,2178
1554840442,2187
1554840452,2196
1554840462,2205
1554840472,2214
1554840482,2224
