t,count
1554840142,2
1554840152,9
1554840162,14
1554840172,19
1554840182,24
1554840192,30
1554840202,35
1554840212,41
1554840222,47
1554840232,52
1554840242,59
1554840252,65
1554840262,72
1554840272,80
1554840282,85
1554840292,91
1554840302,96
1554840312,101
1554840322,106
1554840332,112
1554840342,119
1554840352,125
1554840362,131
1554840372,136
1554840382,141
1554840392,147
1554840402,156
1554840412,163
1554840422,171
1554840432,178
1554840442,187
1554840452,197
1554840462,207
1554840472,217
1554840482,227
