t,count
1554840142,10
1554840152,20
1554840162,28
1554840172,37
1554840182,47
1554840192,57
1554840202,66
1554840212,76
1554840222,85
1554840232,95
1554840242,105
1554840252,115
1554840262,125
1554840272,135
1554840282,145
1554840292,155
1554840302,165
1554840312,175
1554840322,185
1554840332,195
1554840342,205
1554840352,215
1554840362,225
1554840372,235
1554840382,244
1554840392,254
1554840402,264
1554840412,273
1554840422,283
1554840432,293
1554840442,303
1554840452,313
1554840462,323
1554840472,333
1554840482,343
