t,count
1554840132,2
1554840142,9
1554840152,14
1554840162,20
1554840172,26
1554840182,31
1554840192,37
1554840202,42
1554840212,47
1554840222,53
1554840232,59
1554840242,65
1554840252,73
1554840262,79
1554840272,85
1554840282,90
1554840292,95
1554840302,100
1554840312,106
1554840322,116
1554840332,124
1554840342,134
1554840352,144
1554840362,154
1554840372,164
1554840382,174
1554840392,184
1554840402,194
1554840412,204
1554840422,214
1554840432,224
1554840442,234
1554840452,244
1554840462,254
1554840472,264
1554840482,274
