t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1554840132,14,4.931096,0.000000,0.000000,0.000000,events/second
1554840142,56,4.359290,4.615991,4.603306,4.601108,events/second
1554840152,90,3.933178,4.326326,4.541099,4.580123,events/second
1554840162,149,4.534840,4.581987,4.588873,4.595806,events/second
1554840172,187,4.362740,4.514395,4.575742,4.591389,events/second
1554840182,228,4.314688,4.430312,4.556648,4.584830,events/second
1554840192,293,4.663001,4.629707,4.594323,4.597174,events/second
1554840202,339,4.653229,4.580379,4.587351,4.594928,events/second
1554840212,388,4.682889,4.759941,4.626779,4.608207,events/second
1554840222,433,4.664240,4.633678,4.603198,4.600409,events/second
1554840232,460,4.472850,4.569027,4.592684,4.597025,events/second
1554840242,508,4.502187,4.451598,4.564102,4.587190,events/second
1554840252,537,4.372002,4.384827,4.545717,4.580714,events/second
1554840262,551,4.147812,3.909332,4.439228,4.544454,events/second
1554840272,606,4.242408,3.975060,4.434910,4.541781,events/second
1554840282,641,4.194316,3.920687,4.410297,4.532421,events/second
1554840292,685,4.206265,4.065906,4.423510,4.535427,events/second
1554840302,738,4.269726,4.085213,4.416128,4.531714,events/second
1554840312,788,4.309809,4.280664,4.448110,4.541278,events/second
1554840322,822,4.262910,4.280436,4.443118,4.538596,events/second
1554840332,844,4.161060,3.878538,4.352942,4.507203,events/second
1554840342,895,4.205324,3.977141,4.357900,4.507139,events/second
1554840352,912,4.092457,3.818182,4.313000,4.490443,events/second
1554840362,960,4.122743,3.849930,4.302903,4.485042,events/second
1554840372,1014,4.175858,4.122433,4.345590,4.497380,events/second
1554840382,1047,4.141138,4.131784,4.340708,4.494082,events/second
1554840392,1060,4.032645,3.709848,4.244191,4.459881,events/second
1554840402,1069,3.918229,3.263133,4.131277,4.419441,events/second
1554840412,1079,3.815078,2.915701,4.028621,4.381658,events/second
1554840422,1088,3.715241,2.606893,3.926080,4.343190,events/second
1554840432,1097,3.622492,2.360206,3.830152,4.306249,events/second
1554840442,1107,3.538538,2.136677,3.734118,4.268614,events/second
1554840452,1117,3.460006,1.962176,3.644483,4.232497,events/second
1554840462,1126,3.382666,1.798473,3.554480,4.195671,events/second
1554840472,1136,3.313591,1.675893,3.470735,4.160360,events/second
1554840482,1146,3.247888,1.572131,3.389734,4.125440,events/second
