t,count
1554840152,5
1554840162,12
1554840172,17
1554840182,23
1554840192,29
1554840202,34
1554840212,39
1554840222,44
1554840232,49
1554840242,55
1554840252,61
1554840262,66
1554840272,75
1554840282,80
1554840292,86
1554840302,91
1554840312,96
1554840322,102
1554840332,107
1554840342,115
1554840352,121
1554840362,131
1554840372,140
1554840382,150
1554840392,160
1554840402,170
1554840412,180
1554840422,190
1554840432,200
1554840442,210
1554840452,220
1554840462,230
1554840472,240
1554840482,250
