t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1552609638,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,calls/second,milliseconds
1552609648,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,calls/second,milliseconds
1552609658,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,calls/second,milliseconds
1552609668,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,calls/second,milliseconds
1552609678,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,calls/second,milliseconds
1552609688,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,calls/second,milliseconds
1552609698,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,calls/second,milliseconds
1552609708,1,0.487014,0.487014,0.487014,0.000000,0.487014,0.487014,0.487014,0.487014,0.487014,0.487014,0.012559,0.015991,0.003306,0.001108,calls/second,milliseconds
1552609718,2,0.487014,0.317041,0.177182,0.154183,0.177182,0.487014,0.487014,0.487014,0.487014,0.487014,0.022316,0.013536,0.003197,0.001096,calls/second,milliseconds
1552609728,3,0.487014,0.289712,0.177182,0.124441,0.248101,0.487014,0.487014,0.487014,0.487014,0.487014,0.030115,0.026171,0.006344,0.002186,calls/second,milliseconds
1552609738,3,0.487014,0.289712,0.177182,0.124441,0.248101,0.487014,0.487014,0.487014,0.487014,0.487014,0.027366,0.036866,0.009387,0.003263,calls/second,milliseconds
1552609748,3,0.487014,0.289712,0.177182,0.124441,0.248101,0.487014,0.487014,0.487014,0.487014,0.487014,0.025078,0.031206,0.009079,0.003227,calls/second,milliseconds
1552609758,3,0.487014,0.289712,0.177182,0.124441,0.248101,0.487014,0.487014,0.487014,0.487014,0.487014,0.023147,0.026415,0.008781,0.003192,calls/second,milliseconds
1552609768,3,0.487014,0.289712,0.177182,0.124441,0.248101,0.487014,0.487014,0.487014,0.487014,0.487014,0.021488,0.022360,0.008493,0.003156,calls/second,milliseconds
1552609778,3,0.487014,0.289712,0.177182,0.124441,0.248101,0.487014,0.487014,0.487014,0.487014,0.487014,0.020044,0.018927,0.008215,0.003121,calls/second,milliseconds
1552609788,3,0.487014,0.289712,0.177182,0.124441,0.248101,0.487014,0.487014,0.487014,0.487014,0.487014,0.018796,0.016022,0.007946,0.003087,calls/second,milliseconds
1552609798,5,0.487014,0.242710,0.177182,0.083916,0.248101,0.259104,0.487014,0.487014,0.487014,0.487014,0.029480,0.029553,0.010991,0.004161,calls/second,milliseconds
1552609808,5,0.487014,0.242710,0.177182,0.083916,0.248101,0.259104,0.487014,0.487014,0.487014,0.487014,0.027839,0.039729,0.013882,0.005217,calls/second,milliseconds
1552609818,5,0.487014,0.242710,0.177182,0.083916,0.248101,0.259104,0.487014,0.487014,0.487014,0.487014,0.026371,0.033630,0.013427,0.005159,calls/second,milliseconds
1552609828,5,0.487014,0.242710,0.177182,0.083916,0.248101,0.259104,0.487014,0.487014,0.487014,0.487014,0.025050,0.028467,0.012986,0.005102,calls/second,milliseconds
1552609838,5,0.487014,0.242710,0.177182,0.083916,0.248101,0.259104,0.487014,0.487014,0.487014,0.487014,0.023855,0.024097,0.012561,0.005046,calls/second,milliseconds
1552609848,6,0.487014,0.217385,0.177182,0.069483,0.184282,0.248101,0.259104,0.487014,0.487014,0.487014,0.027322,0.020397,0.012149,0.004990,calls/second,milliseconds
1552609858,8,0.487014,0.187808,0.114801,0.064571,0.184282,0.195800,0.259104,0.487014,0.487014,0.487014,0.034843,0.047970,0.018307,0.007145,calls/second,milliseconds
1552609868,8,0.487014,0.187808,0.114801,0.064571,0.184282,0.195800,0.259104,0.487014,0.487014,0.487014,0.033387,0.055318,0.020958,0.008168,calls/second,milliseconds
1552609878,9,0.487014,0.184577,0.114801,0.056359,0.179905,0.195800,0.259104,0.259104,0.487014,0.487014,0.036057,0.046826,0.020271,0.008077,calls/second,milliseconds
1552609888,10,0.487014,0.168357,0.110713,0.058428,0.174667,0.184282,0.259104,0.259104,0.487014,0.487014,0.038520,0.070341,0.026163,0.010198,calls/second,milliseconds
1552609898,12,0.487014,0.172973,0.110713,0.047594,0.175626,0.187184,0.248101,0.259104,0.259104,0.487014,0.044511,0.059542,0.025306,0.010085,calls/second,milliseconds
1552609908,12,0.487014,0.172973,0.110713,0.047594,0.175626,0.187184,0.248101,0.259104,0.259104,0.487014,0.042918,0.079826,0.030978,0.012178,calls/second,milliseconds
1552609918,13,0.487014,0.180691,0.110713,0.045827,0.184282,0.195800,0.248101,0.259104,0.259104,0.487014,0.044889,0.067572,0.029963,0.012043,calls/second,milliseconds
1552609928,14,0.487014,0.175901,0.110713,0.043145,0.175626,0.195800,0.214223,0.259104,0.259104,0.487014,0.046726,0.087902,0.035537,0.014120,calls/second,milliseconds
