t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1554848324,32,3.229836,3.400000,3.400000,3.400000,events/second
1554848334,69,3.453559,3.274628,3.373664,3.391148,events/second
1554848344,118,3.944891,3.618181,3.443455,3.414459,events/second
1554848354,155,3.882858,3.723492,3.471563,3.424247,events/second
1554848364,192,3.845362,3.708370,3.475938,3.426208,events/second
1554848374,251,4.189066,3.790237,3.499949,3.434788,events/second
1554848384,298,4.263736,3.949738,3.545383,3.450926,events/second
1554848394,349,4.365643,4.312464,3.635772,3.482417,events/second
1554848404,395,4.393247,4.187097,3.631294,3.482608,events/second
1554848414,422,4.223370,4.336203,3.682449,3.501554,events/second
1554848424,474,4.310945,4.113153,3.654065,3.493863,events/second
1554848434,502,4.186211,4.261456,3.701332,3.511595,events/second
1554848444,514,3.957342,3.792745,3.619383,3.486059,events/second
1554848454,569,4.066725,3.731803,3.609541,3.484074,events/second
1554848464,603,4.022516,3.859973,3.641794,3.496380,events/second
1554848474,642,4.014878,3.775925,3.630670,3.494219,events/second
1554848484,688,4.048315,3.841028,3.649335,3.502018,events/second
1554848494,742,4.124704,4.018952,3.693615,3.518570,events/second
1554848504,773,4.070561,4.100482,3.723002,3.530482,events/second
1554848514,792,3.960728,3.772905,3.666297,3.513546,events/second
1554848524,847,4.035615,3.768745,3.667702,3.515640,events/second
