t,count
1553046790,8
1553046800,17
1553046810,25
1553046820,34
1553046830,44
1553046840,54
1553046850,64
1553046860,72
1553046870,82
1553046880,92
1553046890,101
1553046900,110
1553046910,120
1553046920,130
1553047065,6
1553047075,15
1553047085,25
1553047095,34
1553047105,43
1553047115,53
1553047125,63
1553047135,73
1553047145,83
1553047155,92
1553047165,102
1553047175,112
1553047185,122
1553047195,132
1553047205,142
1553047215,151
1553047225,160
1553047235,169
1553047385,7
1553047395,16
1553047405,26
1553047415,36
1553047425,45
1553047435,55
1553047445,65
1553047455,75
