t,count
1553046790,12
1553046800,25
1553046810,38
1553046820,51
1553046830,63
1553046840,75
1553046850,86
1553046860,100
1553046870,113
1553046880,125
1553046890,140
1553046900,153
1553046910,165
1553046920,178
1553047065,13
1553047075,26
1553047085,39
1553047095,51
1553047105,66
1553047115,78
1553047125,89
1553047135,104
1553047145,116
1553047155,130
1553047165,143
1553047175,157
1553047185,169
1553047195,181
1553047205,197
1553047215,208
1553047225,224
1553047235,239
1553047385,13
1553047395,25
1553047405,38
1553047415,51
1553047425,64
1553047435,76
1553047445,87
1553047455,101
