t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1554652306,10,1.191513,1.200000,1.200000,1.200000,events/second
1554652316,23,1.251618,1.201279,1.200055,1.200006,events/second
1554652326,36,1.268651,1.217073,1.203359,1.201114,events/second
1554652336,50,1.302833,1.261147,1.213111,1.204420,events/second
1554652346,64,1.322337,1.285021,1.219347,1.206593,events/second
1554652356,80,1.370467,1.289238,1.222073,1.207634,events/second
1554652366,100,1.462568,1.382362,1.244271,1.215282,events/second
